Entity,Type
the united states,GPE
friday,DATE
next years,DATE
america,GPE
the south american confederation conmebol,ORG
six,CARDINAL
america,GPE
caribbean,LOC
second,ORDINAL
us,GPE
six,CARDINAL
four,CARDINAL
south american,NORP
first,ORDINAL
this year,DATE
us,GPE
concacaf,PERSON
four,CARDINAL
two,CARDINAL
"the concacaf champions league
conmebol",ORG
concacaf,GPE
alejandro dominguez,PERSON
friday,DATE
victor montagliani,PERSON
concacaf,GPE
kapoor,GPE
christmas,DATE
kapoor,PERSON
this year,DATE
kapoor,GPE
alia bhatt,PERSON
kapoor,PERSON
christmas,DATE
monthly,DATE
india,GPE
indian,NORP
lijo jose pelliserry,PERSON
malaikottai,PERSON
"paanam
mohanlal",FAC
darshana rajendran,PERSON
this year,DATE
ps,PERSON
nights,TIME
one,CARDINAL
jose pellissery malaikottai,PERSON
hindi other than,PERSON
danish,NORP
sait,PRODUCT
john  mary,PERSON
madhu,GPE
malaikottai vaaliban,PERSON
january  ,DATE
neet,CARDINAL
today,DATE
july,DATE
july,DATE
august,DATE
august,DATE
bobby,PERSON
bobbys,GPE
"vanga
speaking",PERSON
adda bobby,PERSON
one,CARDINAL
kia,ORG
bobby deol,PERSON
four years,DATE
kapoor,GPE
anil kapoor,PERSON
india,GPE
indian,NORP
qatar,GPE
tenth,ORDINAL
australian,NORP
sunday,DATE
argentina channel,ORG
friday,DATE
rajya sabha,PERSON
ashwini kumar choubey,PERSON
naryangaon,GPE
coming months,DATE
karnataka,NORP
haryana,GPE
daily,DATE
delhi,GPE
the week july,DATE
july,DATE
delhi,GPE
karnataka,ORG
july,DATE
july,DATE
july,DATE
google,ORG
monthly,DATE
the indian institute of technology iit kanpur,ORG
six,CARDINAL
october,DATE
october,DATE
january,DATE
the indian institute of technology madras,ORG
today,DATE
august,DATE
july,DATE
september,DATE
smriti mandhana,PERSON
last ten years,DATE
unilever ltd,ORG
today,DATE
hyundai,ORG
india inc,ORG
jaipuria chairperson,PERSON
second,ORDINAL
half,CARDINAL
first,ORDINAL
rs month,DATE
belgian,NORP
the day,DATE
netherlands,GPE
hours,TIME
germany,GPE
thousands,CARDINAL
dr mayur hazarika air,PERSON
sharma,PRODUCT
previous year,DATE
previous years,DATE
mains year,DATE
deepanshu singh,PERSON
quarterly,DATE
one,CARDINAL
mayur hazarika air,PERSON
only one,CARDINAL
months later,DATE
swati sharma air  waseem,PERSON
recent years,DATE
nargis,ORG
imtiaz,GPE
siddharth kannan,PERSON
india,GPE
indian,NORP
two,CARDINAL
the walt disney,ORG
this month,DATE
india,GPE
japanese,NORP
one,CARDINAL
three,CARDINAL
indian,NORP
multibillion dollar,MONEY
indian,NORP
indian,NORP
asia,LOC
netflix,GPE
ambani,ORG
around  hours,TIME
cartoon network,ORG
cartoon network,ORG
april,DATE
viacom,ORG
warner bros discovery inc,ORG
aditya,DATE
new delhi,GPE
the next  years,DATE
one,CARDINAL
saab,ORG
two or three,CARDINAL
india,GPE
indian,NORP
wednesday,DATE
india,GPE
today,DATE
nifty psu bank,ORG
the reserve bank of india rbi,ORG
psu bank,ORG
unilever,ORG
hdfc bank,ORG
nestle,DATE
india kotak mahindra bank,ORG
today,DATE
ongc,PERSON
indian,NORP
australia,GPE
first,ORDINAL
february,DATE
alur,NORP
pat cummins,PERSON
australian,NORP
indian,NORP
first,ORDINAL
alur,ORG
andrew mcdonald,PERSON
daniel vettoris,ORG
australia,GPE
four days,DATE
monthly,DATE
daily,DATE
the days,DATE
morning,TIME
today,DATE
indian,NORP
indian,NORP
rs month,DATE
each day,DATE
london,GPE
last week,DATE
felicia,PERSON
british,NORP
carey mulligan,PERSON
lenny,PERSON
felicia,PERSON
lenny,PERSON
felicia,PERSON
two,CARDINAL
netflix,GPE
december,DATE
india,GPE
indian,NORP
millions,CARDINAL
microsoft,ORG
zac bowden,PRODUCT
microsoft,ORG
the indian institute of technology,ORG
iit delhi,GPE
abu dhabi,GPE
the ministry of education,ORG
the abu dhabi department of education,ORG
july this year,DATE
iit delhi,GPE
dr ahmed sultan al,PERSON
abu dhabi,GPE
indian,NORP
iitians,NORP
jee advanced,PERSON
abu dhabi,GPE
new york university,ORG
abu dhabis,PERSON
abu dhabi,ORG
iit delhi,GPE
january,DATE
the iit delhiabu dhabi,ORG
the uae india,FAC
iit delhi,FAC
iit delhi,GPE
iit delhi,GPE
iit delhi,GPE
abu dhabi,GPE
abu dhabi,GPE
odisha,GPE
today,DATE
odisha,GPE
june,DATE
odisha,PERSON
first,ORDINAL
second,ORDINAL
odisha,GPE
third,ORDINAL
this year,DATE
two,CARDINAL
april,DATE
this year,DATE
two,CARDINAL
this year,DATE
two,CARDINAL
karnataka,NORP
taiwanese,NORP
bengaluru,GPE
foxconn,GPE
march,DATE
telangana,GPE
sasikumar,PERSON
gnanavel rajas,PERSON
today,DATE
narendra,PERSON
september,DATE
orhan awatramani,GPE
palak tiwari,PERSON
emoji palak,PERSON
monthly,DATE
india,GPE
indian,NORP
today,DATE
july,DATE
july,DATE
july,DATE
seven,CARDINAL
monday,DATE
seven,CARDINAL
canada france,ORG
germany,GPE
italy,GPE
japan,GPE
britain,GPE
the united states,GPE
the european union,ORG
hiroshima,GPE
eu,GPE
japan,GPE
the united states,GPE
southeast asia,LOC
european,NORP
kyoto,GPE
japan,GPE
earlier this month,DATE
nasa,ORG
october,DATE
nasa,ORG
thursday,DATE
october,DATE
a week,DATE
two,CARDINAL
kerala,GPE
the same day,DATE
last year,DATE
two,CARDINAL
akshay kumar,PERSON
indian,NORP
half,CARDINAL
joshi,PERSON
hungama,GPE
joshi,PERSON
india,GPE
indian,NORP
the united nations foundation un foundation,ORG
the council on energy environment and water ceew,ORG
india,GPE
indian,NORP
un,ORG
india,GPE
two years,DATE
one,CARDINAL
indians,NORP
the un foundation ceew,ORG
narayana,ORG
february,DATE
monthly,DATE
cgbse board,ORG
secondary,ORDINAL
today,DATE
march,DATE
march,DATE
monthly,DATE
monday,DATE
fourth,ORDINAL
mm,PERSON
bengaluru,ORG
indian,NORP
chennai bengaluru,PERSON
us,GPE
american idol,ORG
paula abdul,PERSON
british,NORP
nigel lythgoe,PERSON
two,CARDINAL
los angeles county,GPE
friday,DATE
the early seasons,DATE
"american idol
lythgoe the producer",WORK_OF_ART
a day,DATE
american,NORP
more than two decades,DATE
paula,PERSON
yesterday,DATE
american,NORP
years later,DATE
los angeles,GPE
seven years,DATE
khan,PERSON
kapoor,ORG
india,GPE
indian,NORP
today,DATE
india,GPE
samsung,ORG
maison margiela a,PERSON
french,NORP
katrina kaif,PERSON
christmas,DATE
two,CARDINAL
two,CARDINAL
katrina,EVENT
christmas,DATE
january,DATE
monthly,DATE
india,GPE
indian,NORP
monthly,DATE
friday,DATE
indian,NORP
the current financial year,DATE
august,DATE
kharif,ORG
rs month,DATE
friday,DATE
the week,DATE
nifty psu bank,ORG
friday,DATE
five,CARDINAL
monday,DATE
asian,NORP
ongc bharti,PERSON
tata motors,ORG
monday,DATE
first,ORDINAL
monthly,DATE
veteran jyoti randhawa,PERSON
indian,NORP
asian,NORP
the usd  million,CARDINAL
the first day,DATE
second,ORDINAL
four,CARDINAL
kanaya one,PERSON
al mouj,FAC
seven,CARDINAL
indians,NORP
three,CARDINAL
two,CARDINAL
ssp chawrasia,PERSON
khan,PERSON
first,ORDINAL
two,CARDINAL
honey baisoya,PERSON
third,ORDINAL
england,GPE
karnataka batsman,PERSON
third,ORDINAL
the last seven months,DATE
australia,GPE
india,GPE
xabi,PERSON
harry kane,PERSON
munich,GPE
bayer leverkusen,ORG
indians,NORP
jeev,NORP
singh,GPE
nine,CARDINAL
eight,CARDINAL
second,ORDINAL
nine,CARDINAL
the first fourth and ninth,DATE
first,ORDINAL
nine,CARDINAL
two,CARDINAL
two,CARDINAL
first,ORDINAL
six,CARDINAL
japanese,NORP
one,CARDINAL
two,CARDINAL
afternoon,TIME
first,ORDINAL
second,ORDINAL
third,ORDINAL
joaquin niemann,PERSON
berry henson,PERSON
the united states,GPE
damar hamlin,PERSON
wednesday,DATE
"jesus
",PERSON
agastya nanda,PERSON
second,ORDINAL
nana,PERSON
monthly,DATE
india,GPE
indian,NORP
tuesday,DATE
one,CARDINAL
over  million,CARDINAL
the reserve bank of india rbi,ORG
thursday,DATE
july,DATE
shaktikanta das,PERSON
das,ORG
das,ORG
das,ORG
sept  or earlier,DATE
august,DATE
july,DATE
rbi,ORG
nearly a month ago,DATE
two,CARDINAL
less than one trillion,MONEY
chatgpt,ORG
monthly,DATE
amazon,ORG
india,GPE
the all india council for technical education,ORG
india,GPE
mca,ORG
five year,DATE
first,ORDINAL
saudi arabia,GPE
paris,GPE
"messi
messi",PERSON
about  minutes,TIME
anthony joshua,PERSON
navas,ORG
second,ORDINAL
saudi arabian,NORP
al nassr,PERSON
the king saud university stadium,ORG
riyadh saudi arabia,GPE
thursday,DATE
madrid,GPE
navas,GPE
the end of the first,DATE
second,ORDINAL
kylian mbapp,PERSON
second,ORDINAL
"the red mark
highlights
mbapp",ORG
saudi arabian,NORP
al nassr,PERSON
al hilal,PERSON
al nassrs,PERSON
king fahd international stadium,ORG
fourth,ORDINAL
just after,TIME
saudi,NORP
sergio ramos,PERSON
portugal,GPE
second,ORDINAL
saudi arabian,NORP
al nassr,PERSON
the king saud university stadium,ORG
riyadh saudi arabia,GPE
thursday,DATE
second,ORDINAL
messi,PERSON
the world cup,EVENT
madrid,GPE
seconds,TIME
the first half,DATE
juan bernat,PERSON
second,ORDINAL
saudi arabian,NORP
al nassr,PERSON
the king saud university stadium,ORG
riyadh saudi arabia,GPE
thursday,DATE
second,ORDINAL
psgs neymar,PERSON
al nassr,PERSON
riyadh,GPE
million,CARDINAL
the asian champions league,ORG
saudi league,GPE
al nassr,PERSON
sunday,DATE
madrid,GPE
seven,CARDINAL
five,CARDINAL
five,CARDINAL
four,CARDINAL
eight,CARDINAL
madrid,GPE
european,NORP
messi,PERSON
copa america,LOC
seven,CARDINAL
the world cup,EVENT
third,ORDINAL
sanya malhotra,PERSON
khan,PERSON
sanya,GPE
choreographer joe joshi,PERSON
joe,PERSON
kaise ho sakta hai,PERSON
night,TIME
india,GPE
indian,NORP
russia,GPE
america,GPE
australia,GPE
about  years ago,DATE
today,DATE
the last ice age,DATE
more than one metre,QUANTITY
today,DATE
friday,DATE
the end of the last ice age,DATE
this century,DATE
monthly,DATE
scottish,NORP
india,GPE
england test squad,ORG
india,GPE
first,ORDINAL
the rajiv gandhi international stadium,ORG
thursday,DATE
india,GPE
ben,PERSON
india,GPE
indian,NORP
the past few years,DATE
the last few years,DATE
rs month,DATE
monthly,DATE
last month,DATE
sam altman,PERSON
november,DATE
openai to millions,CARDINAL
sam altman,PERSON
melbourne australia altman,ORG
sam altmans future,PERSON
english,NORP
sam altman,PERSON
second,ORDINAL
the past five years,DATE
first,ORDINAL
abraham ozler,PERSON
midhun manuel thomas,PERSON
midhun,PERSON
two,CARDINAL
november,DATE
randheer krishnan,PERSON
monthly,DATE
thursday,DATE
the first week of march,DATE
two,CARDINAL
first,ORDINAL
tamil,PERSON
the fourth consecutive season,DATE
mumbai,GPE
gujarat,GPE
karnataka cet result,PERSON
the karnataka examination authority,ORG
today,DATE
june,DATE
cet karnataka,PERSON
"keakarnicin karresultsnicin
read  kcet",PERSON
june,DATE
kea,GPE
this year,DATE
kcet,ORG
keakarnicin karresultsnicin,ORG
kea,LOC
karnataka cet,PERSON
kea,ORG
kea,GPE
superstar shah,PERSON
khan,PERSON
third,ORDINAL
december,DATE
india,GPE
dunki,GPE
rajkumar hirani,PERSON
india,GPE
dunki,GPE
indian,NORP
monthly,DATE
india,GPE
indian,NORP
pakistan,GPE
kaneria,GPE
new zealand,GPE
jsca international stadium,ORG
ranchi,GPE
friday,DATE
kaneria,GPE
hardik pandya,PERSON
android,ORG
android,ORG
apps,ORG
google,ORG
next week,DATE
one,CARDINAL
android,ORG
june,DATE
dharma,NORP
johar,PERSON
a few decades,DATE
almost a decade,DATE
yash johar,PERSON
yash,PERSON
first,ORDINAL
india,GPE
indian,NORP
august,DATE
delhinew delhi,GPE
november,DATE
august,DATE
september  this year,DATE
india,GPE
uday,PERSON
saturday,DATE
india,GPE
asian,NORP
"the usa
having",ORG
first,ORDINAL
mohammad kaif,PERSON
indian,NORP
the u world cup,ORG
sri lanka,GPE
south africa,GPE
four,CARDINAL
india,GPE
india,GPE
india,GPE
january  saturday,DATE
india,GPE
india,GPE
india,GPE
india,GPE
india,GPE
india,GPE
india,GPE
india,GPE
india,GPE
india,GPE
india,GPE
india,GPE
"disneyhotstar
india",ORG
singh,GPE
mayur patel sachin,PERSON
khan uday,PERSON
saumy kumar,PERSON
murugan abhishek,ORG
mahajan,GPE
devkar ansh,PERSON
mohamed amaan,PERSON
approximately two weeks,DATE
india,GPE
the holiday season,DATE
second,ORDINAL
wednesday,DATE
india,GPE
nett,GPE
jagapathi babu,PERSON
today,DATE
indian,NORP
indian,NORP
india,GPE
monthly,DATE
almost a year,DATE
sony,ORG
india,GPE
sony,ORG
laura,PERSON
half centuries,DATE
south africa,GPE
second,ORDINAL
four,CARDINAL
south africa,GPE
new zealand,GPE
sri lanka,GPE
four,CARDINAL
three,CARDINAL
"icc icc
new zealand",PERSON
sri lanka,GPE
first,ORDINAL
south african,NORP
four,CARDINAL
south africa,GPE
second,ORDINAL
friday,DATE
first,ORDINAL
south africa,GPE
tuesday,DATE
murshida khatun,PERSON
midon,GPE
two,CARDINAL
sobhana mostary,ORG
sobhana,GPE
four,CARDINAL
fargana,ORG
six,CARDINAL
nine,CARDINAL
first,ORDINAL
four,CARDINAL
sobhana,GPE
six,CARDINAL
midon,GPE
two,CARDINAL
india,GPE
australia,GPE
american,NORP
sixth,ORDINAL
two,CARDINAL
four,CARDINAL
third,ORDINAL
february,DATE
nasa,ORG
two,CARDINAL
jessica jensen,PERSON
january,DATE
monthly,DATE
zindagii kay,PERSON
rishabh bajaj,PERSON
one,CARDINAL
kapoorstarrer breaks dangals record,ORG
india,GPE
zindagii kay,PERSON
kyunki,GPE
india,GPE
indian,NORP
jee advanced,PERSON
indian,NORP
indian,NORP
one,CARDINAL
the first six months,DATE
the current financial year,DATE
india,GPE
the first half,DATE
rs month,DATE
year,DATE
march,DATE
the reserve bank of india rbi,ORG
wednesday,DATE
june,DATE
wednesday,DATE
shaktikanta das,PERSON
rbi,ORG
march,DATE
march,DATE
oneyear,DATE
two,CARDINAL
months,DATE
rbi,PERSON
fiscal ended march,DATE
rbi,ORG
the fiscal ended march,DATE
june,DATE
das,ORG
india,GPE
das,ORG
fsr,ORG
march,DATE
khan,PERSON
zero,CARDINAL
india,GPE
zero,CARDINAL
five,CARDINAL
monthly,DATE
india,GPE
indian,NORP
china,GPE
rs month,DATE
katrina kaif,PERSON
vicky kaushal,PERSON
mumbai,GPE
katrinas,GPE
first,ORDINAL
vicky,GPE
katrina,DATE
pyaar araam sunsets aur,ORG
katrina,EVENT
christmas,DATE
india,GPE
indian,NORP
this week,DATE
los angeles,GPE
california,GPE
millions,CARDINAL
at least thousands,CARDINAL
kia,ORG
north america,LOC
tens of millions,MONEY
china,GPE
us,GPE
monthly,DATE
monday,DATE
august,DATE
rs month,DATE
jio financial services,ORG
indian,NORP
around  billion,MONEY
thursday,DATE
first,ORDINAL
thursday,DATE
wednesday,DATE
one,CARDINAL
indian,NORP
last october,DATE
"advertisement
jfs",PERSON
wednesday,DATE
july,DATE
wednesday,DATE
this year,DATE
tuesday,DATE
january,DATE
rs,NORP
monthly,DATE
india,GPE
indian,NORP
the council of architecture coa,ORG
today,DATE
april,DATE
april,DATE
april to july,DATE
two,CARDINAL
monthly,DATE
karen weise,PERSON
mike isaac,PERSON
july,DATE
threeday,DATE
california,GPE
indian,NORP
the first nine days  january,DATE
india,GPE
twoday,DATE
warmup,PERSON
january,DATE
the narendra modi stadium ground,ORG
first,ORDINAL
january,DATE
the narendra modi stadium,ORG
monthly,DATE
youtube star,PERSON
jake paul,PERSON
first,ORDINAL
sunday night,TIME
paul  knocked,PERSON
two,CARDINAL
kos,ORG
third,ORDINAL
"paul 
",PERSON
paul,PERSON
jake paul,PERSON
riyadh,GPE
saudi arabia,GPE
saturday,DATE
first,ORDINAL
paul,PERSON
second,ORDINAL
paul furys unbeaten,PERSON
first,ORDINAL
years,DATE
first,ORDINAL
four,CARDINAL
saudi arabia,GPE
paul,PERSON
fifth,ORDINAL
sixth,ORDINAL
seventh,ORDINAL
paul,PERSON
paul,PERSON
two,CARDINAL
december,DATE
us,GPE
last summer,DATE
august,DATE
india,GPE
australia,GPE
american,NORP
earlier this week,DATE
saudi arabia,GPE
these   years,DATE
riyadh,GPE
al nassr,PERSON
kevin hart,PERSON
mike tyson,PERSON
deontay,PERSON
devin haney,PERSON
today,DATE
india,GPE
kohlis,NORP
india,GPE
third,ORDINAL
nathan lyon,PERSON
indian,NORP
the beginning of the second quarter,DATE
the first seven days of july,DATE
june,DATE
rs month,DATE
about a month,DATE
korean,NORP
mm,PERSON
the indian institute of management lucknow iiml,ORG
seven,CARDINAL
nine,CARDINAL
monthly,DATE
khans,NORP
one,CARDINAL
siddharth,PERSON
about  days,DATE
india,GPE
indian,NORP
today,DATE
india,GPE
january  next year,DATE
microsoft,ORG
anurag kashyap,PERSON
vanga anurag,PERSON
neeraj ghaywan,ORG
india,GPE
indian,NORP
nirmala sitharaman,PERSON
february,DATE
monthly,DATE
thursday,DATE
morning,TIME
apollo,ORG
six,CARDINAL
mk stalin,PERSON
the jharkhand academic council,ORG
today,DATE
kashmir,LOC
last year,DATE
september,DATE
june,DATE
july,DATE
india,GPE
this year,DATE
us,GPE
wednesday,DATE
britain,GPE
stephen thaler,PERSON
two,CARDINAL
uk,GPE
supreme court,ORG
wednesday,DATE
david kitchin,PERSON
uk,GPE
earlier this year,DATE
the united states,GPE
the supreme court,ORG
us,GPE
uk,GPE
jagdev an,PERSON
powell,ORG
europe,LOC
australia,GPE
us,GPE
last month,DATE
uk,GPE
ajith kumar,PERSON
azerbaijan,GPE
magizha thirumeni,PERSON
ajith kumar fan,PERSON
monthly,DATE
satan,DATE
indian,NORP
thursday,DATE
european,NORP
last year,DATE
india,GPE
satan,DATE
march,DATE
first,ORDINAL
this year,DATE
three,CARDINAL
thailand,GPE
last week,DATE
week,DATE
tuesday,DATE
robert macintyre,PERSON
scott gallacher,PERSON
three,CARDINAL
nine,CARDINAL
today,DATE
half,CARDINAL
indian,NORP
this week,DATE
india,GPE
anirban,ORG
liv,ORG
this week,DATE
ssp chawrasia,PERSON
second,ORDINAL
two,CARDINAL
sharma,NORP
sharma,PRODUCT
indian,NORP
european,NORP
five years ago,DATE
wednesday,DATE
three,CARDINAL
indians,NORP
sharma,NORP
thursday,DATE
four,CARDINAL
meenakshi seshadri,PERSON
ghai,PERSON
more than two days,DATE
the third day,DATE
meenakshi seshadri mysore,PERSON
first,ORDINAL
first,ORDINAL
two,CARDINAL
meenakshi seshadri mysore iammeenakshiseshadri,PERSON
india,GPE
years,DATE
"dikhhla jaa
click",PERSON
india,GPE
